date,bands
3/3/2019,"3, 3, 2019"
3/6/2019,"3, 6, 2019"
3/7/2019,"3, 7, 2019"
3/8/2019,"3, 8, 2019"
3/9/2019,"3, 9, 2019"
3/14/2019,"3, 14, 2019"
3/15/2019,"3, 15, 2019"
3/16/2019,"3, 16, 2019"
3/17/2019,"3, 17, 2019"
3/18/2019,"3, 18, 2019"
3/19/2019,"3, 19, 2019"
3/20/2019,"3, 20, 2019"
3/21/2019,"3, 21, 2019"
3/22/2019,"3, 22, 2019"
3/23/2019,"3, 23, 2019"
3/26/2019,"3, 26, 2019"
3/28/2019,"3, 28, 2019"
3/29/2019,"3, 29, 2019"
3/30/2019,"3, 30, 2019"
3/31/2019,"3, 31, 2019"
4/2/2019,"4, 2, 2019"
4/3/2019,"4, 3, 2019"
4/4/2019,"4, 4, 2019"
4/5/2019,"4, 5, 2019"
4/6/2019,"4, 6, 2019"
4/11/2019,"4, 11, 2019"
4/12/2019,"4, 12, 2019"
4/13/2019,"4, 13, 2019"
4/14/2019,"4, 14, 2019"
4/15/2019,"4, 15, 2019"
4/16/2019,"4, 16, 2019"
4/16/2019,"4, 16, 2019"
4/19/2019,"4, 19, 2019"
4/20/2019,"4, 20, 2019"
4/21/2019,"4, 21, 2019"
4/23/2019,"4, 23, 2019"
4/24/2019,"4, 24, 2019"
4/25/2019,"4, 25, 2019"
4/26/2019,"4, 26, 2019"
4/28/2019,"4, 28, 2019"
4/29/2019,"4, 29, 2019"
5/1/2019,"5, 1, 2019"
5/2/2019,"5, 2, 2019"
5/3/2019,"5, 3, 2019"
5/4/2019,"5, 4, 2019"
5/6/2019,"5, 6, 2019"
5/8/2019,"5, 8, 2019"
5/9/2019,"5, 9, 2019"
5/10/2019,"5, 10, 2019"
5/11/2019,"5, 11, 2019"
5/14/2019,"5, 14, 2019"
5/15/2019,"5, 15, 2019"
5/16/2019,"5, 16, 2019"
5/17/2019,"5, 17, 2019"
5/19/2019,"5, 19, 2019"
5/21/2019,"5, 21, 2019"
5/23/2019,"5, 23, 2019"
5/24/2019,"5, 24, 2019"
5/25/2019,"5, 25, 2019"
5/26/2019,"5, 26, 2019"
5/28/2019,"5, 28, 2019"
5/29/2019,"5, 29, 2019"
5/30/2019,"5, 30, 2019"
5/31/2019,"5, 31, 2019"
6/1/2019,"6, 1, 2019"
6/2/2019,"6, 2, 2019"
6/3/2019,"6, 3, 2019"
6/6/2019,"6, 6, 2019"
6/7/2019,"6, 7, 2019"
6/8/2019,"6, 8, 2019"
6/9/2019,"6, 9, 2019"
6/11/2019,"6, 11, 2019"
6/14/2019,"6, 14, 2019"
6/15/2019,"6, 15, 2019"
6/16/2019,"6, 16, 2019"
6/18/2019,"6, 18, 2019"
6/20/2019,"6, 20, 2019"
6/21/2019,"6, 21, 2019"
6/22/2019,"6, 22, 2019"
6/23/2019,"6, 23, 2019"
6/24/2019,"6, 24, 2019"
6/25/2019,"6, 25, 2019"
6/26/2019,"6, 26, 2019"
6/28/2019,"6, 28, 2019"
6/29/2019,"6, 29, 2019"
6/30/2019,"6, 30, 2019"
7/2/2019,"7, 2, 2019"
7/4/2019,"7, 4, 2019"
7/5/2019,"7, 5, 2019"
7/6/2019,"7, 6, 2019"
7/9/2019,"7, 9, 2019"
7/10/2019,"7, 10, 2019"
7/11/2019,"7, 11, 2019"
7/12/2019,"7, 12, 2019"
7/13/2019,"7, 13, 2019"
7/14/2019,"7, 14, 2019"
7/16/2019,"7, 16, 2019"
7/18/2019,"7, 18, 2019"
7/19/2019,"7, 19, 2019"
7/20/2019,"7, 20, 2019"
7/21/2019,"7, 21, 2019"
7/24/2019,"7, 24, 2019"
7/25/2019,"7, 25, 2019"
7/26/2019,"7, 26, 2019"
7/27/2019,"7, 27, 2019"
7/29/2019,"7, 29, 2019"
7/31/2019,"7, 31, 2019"
8/2/2019,"8, 2, 2019"
8/3/2019,"8, 3, 2019"
8/6/2019,"8, 6, 2019"
8/8/2019,"8, 8, 2019"
8/9/2019,"8, 9, 2019"
8/10/2019,"8, 10, 2019"
8/11/2019,"8, 11, 2019"
8/14/2019,"8, 14, 2019"
8/15/2019,"8, 15, 2019"
8/16/2019,"8, 16, 2019"
8/17/2019,"8, 17, 2019"
8/18/2019,"8, 18, 2019"
8/19/2019,"8, 19, 2019"
8/20/2019,"8, 20, 2019"
8/23/2019,"8, 23, 2019"
8/24/2019,"8, 24, 2019"
8/25/2019,"8, 25, 2019"
8/27/2019,"8, 27, 2019"
8/28/2019,"8, 28, 2019"
9/2/2019,"9, 2, 2019"
9/3/2019,"9, 3, 2019"
9/4/2019,"9, 4, 2019"
9/7/2019,"9, 7, 2019"
9/9/2019,"9, 9, 2019"
9/10/2019,"9, 10, 2019"
9/12/2019,"9, 12, 2019"
9/13/2019,"9, 13, 2019"
9/14/2019,"9, 14, 2019"
9/15/2019,"9, 15, 2019"
9/17/2019,"9, 17, 2019"
9/21/2019,"9, 21, 2019"
9/22/2019,"9, 22, 2019"
9/23/2019,"9, 23, 2019"
9/25/2019,"9, 25, 2019"
9/27/2019,"9, 27, 2019"
9/29/2019,"9, 29, 2019"
10/2/2019,"10, 2, 2019"
10/3/2019,"10, 3, 2019"
10/4/2019,"10, 4, 2019"
10/4/2019,"10, 4, 2019"
10/5/2019,"10, 5, 2019"
10/6/2019,"10, 6, 2019"
10/8/2019,"10, 8, 2019"
10/10/2019,"10, 10, 2019"
10/11/2019,"10, 11, 2019"
10/12/2019,"10, 12, 2019"
10/13/2019,"10, 13, 2019"
10/17/2019,"10, 17, 2019"
10/18/2019,"10, 18, 2019"
10/19/2019,"10, 19, 2019"
10/20/2019,"10, 20, 2019"
10/24/2019,"10, 24, 2019"
10/25/2019,"10, 25, 2019"
10/26/2019,"10, 26, 2019"
10/29/2019,"10, 29, 2019"
11/1/2019,"11, 1, 2019"
11/2/2019,"11, 2, 2019"
11/6/2019,"11, 6, 2019"
11/8/2019,"11, 8, 2019"
11/9/2019,"11, 9, 2019"
11/10/2019,"11, 10, 2019"
11/11/2019,"11, 11, 2019"
11/12/2019,"11, 12, 2019"
11/13/2019,"11, 13, 2019"
11/14/2019,"11, 14, 2019"
11/15/2019,"11, 15, 2019"
11/16/2019,"11, 16, 2019"
11/18/2019,"11, 18, 2019"
11/21/2019,"11, 21, 2019"
11/22/2019,"11, 22, 2019"
11/23/2019,"11, 23, 2019"
11/24/2019,"11, 24, 2019"
11/25/2019,"11, 25, 2019"
11/27/2019,"11, 27, 2019"
11/29/2019,"11, 29, 2019"
11/30/2019,"11, 30, 2019"
12/1/2019,"12, 1, 2019"
12/5/2019,"12, 5, 2019"
12/6/2019,"12, 6, 2019"
12/8/2019,"12, 8, 2019"
12/13/2019,"12, 13, 2019"
12/14/2019,"12, 14, 2019"
12/15/2019,"12, 15, 2019"
12/20/2019,"12, 20, 2019"
12/21/2019,"12, 21, 2019"
12/29/2019,"12, 29, 2019"
12/31/2019,"12, 31, 2019"
1/4/2020,"1, 4, 2020"
1/5/2020,"1, 5, 2020"
1/8/2020,"1, 8, 2020"
1/9/2020,"1, 9, 2020"
1/10/2020,"1, 10, 2020"
1/11/2020,"1, 11, 2020"
1/12/2020,"1, 12, 2020"
1/15/2020,"1, 15, 2020"
1/16/2020,"1, 16, 2020"
1/17/2020,"1, 17, 2020"
1/18/2020,"1, 18, 2020"
1/21/2020,"1, 21, 2020"
1/24/2020,"1, 24, 2020"
1/25/2020,"1, 25, 2020"
1/26/2020,"1, 26, 2020"
1/27/2020,"1, 27, 2020"
1/28/2020,"1, 28, 2020"
1/31/2020,"1, 31, 2020"
2/1/2020,"2, 1, 2020"
2/2/2020,"2, 2, 2020"
2/8/2020,"2, 8, 2020"
9/24/2021,"9, 24, 2021"
9/25/2021,"9, 25, 2021"
10/9/2021,"10, 9, 2021"
10/15/2021,"10, 15, 2021"
10/16/2021,"10, 16, 2021"
10/22/2021,"10, 22, 2021"
10/23/2021,"10, 23, 2021"
10/29/2021,"10, 29, 2021"
11/5/2021,"11, 5, 2021"
11/10/2021,"11, 10, 2021"
11/13/2021,"11, 13, 2021"
11/19/2021,"11, 19, 2021"
11/20/2021,"11, 20, 2021"
11/24/2021,"11, 24, 2021"
11/27/2021,"11, 27, 2021"
11/28/2021,"11, 28, 2021"
12/3/2021,"12, 3, 2021"
12/4/2021,"12, 4, 2021"
12/11/2021,"12, 11, 2021"
12/12/2021,"12, 12, 2021"
12/16/2021,"12, 16, 2021"
12/17/2021,"12, 17, 2021"
12/28/2021,"12, 28, 2021"
1/2/2022,"1, 2, 2022"
1/2/2022,"1, 2, 2022"
1/7/2022,"1, 7, 2022"
1/9/2022,"1, 9, 2022"
1/15/2022,"1, 15, 2022"
1/21/2022,"1, 21, 2022"
2/5/2022,"2, 5, 2022"
2/12/2022,"2, 12, 2022"
2/17/2022,"2, 17, 2022"
2/26/2022,"2, 26, 2022"
3/2/2022,"3, 2, 2022"
3/5/2022,"3, 5, 2022"
3/7/2022,"3, 7, 2022"
3/12/2022,"3, 12, 2022"
3/20/2022,"3, 20, 2022"
3/21/2022,"3, 21, 2022"
3/23/2022,"3, 23, 2022"
3/28/2022,"3, 28, 2022"
3/30/2022,"3, 30, 2022"
4/4/2022,"4, 4, 2022"
4/4/2022,"4, 4, 2022"
4/9/2022,"4, 9, 2022"
4/10/2022,"4, 10, 2022"
4/12/2022,"4, 12, 2022"
4/16/2022,"4, 16, 2022"
4/23/2022,"4, 23, 2022"
4/28/2022,"4, 28, 2022"
4/29/2022,"4, 29, 2022"
4/30/2022,"4, 30, 2022"
5/3/2022,"5, 3, 2022"
5/6/2022,"5, 6, 2022"
5/7/2022,"5, 7, 2022"
5/10/2022,"5, 10, 2022"
5/11/2022,"5, 11, 2022"
5/12/2022,"5, 12, 2022"
5/13/2022,"5, 13, 2022"
5/14/2022,"5, 14, 2022"
5/17/2022,"5, 17, 2022"
5/20/2022,"5, 20, 2022"
5/26/2022,"5, 26, 2022"
5/27/2022,"5, 27, 2022"
5/28/2022,"5, 28, 2022"
6/3/2022,"6, 3, 2022"
6/4/2022,"6, 4, 2022"
6/7/2022,"6, 7, 2022"
6/10/2022,"6, 10, 2022"
6/11/2022,"6, 11, 2022"
6/12/2022,"6, 12, 2022"
6/16/2022,"6, 16, 2022"
6/19/2022,"6, 19, 2022"
6/21/2022,"6, 21, 2022"
6/24/2022,"6, 24, 2022"
6/25/2022,"6, 25, 2022"
6/29/2022,"6, 29, 2022"
6/30/2022,"6, 30, 2022"
7/1/2022,"7, 1, 2022"
7/7/2022,"7, 7, 2022"
7/13/2022,"7, 13, 2022"
7/15/2022,"7, 15, 2022"
7/19/2022,"7, 19, 2022"
7/20/2022,"7, 20, 2022"
7/26/2022,"7, 26, 2022"
7/27/2022,"7, 27, 2022"
7/28/2022,"7, 28, 2022"
7/28/2022,"7, 28, 2022"
7/29/2022,"7, 29, 2022"
7/30/2022,"7, 30, 2022"
8/2/2022,"8, 2, 2022"
8/5/2022,"8, 5, 2022"
8/11/2022,"8, 11, 2022"
8/12/2022,"8, 12, 2022"
8/13/2022,"8, 13, 2022"
8/16/2022,"8, 16, 2022"
8/17/2022,"8, 17, 2022"
8/18/2022,"8, 18, 2022"
8/20/2022,"8, 20, 2022"
8/21/2022,"8, 21, 2022"
8/22/2022,"8, 22, 2022"
8/26/2022,"8, 26, 2022"
8/27/2022,"8, 27, 2022"
9/3/2022,"9, 3, 2022"
9/4/2022,"9, 4, 2022"
9/7/2022,"9, 7, 2022"
9/8/2022,"9, 8, 2022"
9/10/2022,"9, 10, 2022"
9/11/2022,"9, 11, 2022"
9/13/2022,"9, 13, 2022"
9/14/2022,"9, 14, 2022"
9/23/2022,"9, 23, 2022"
9/24/2022,"9, 24, 2022"
9/30/2022,"9, 30, 2022"
10/3/2022,"10, 3, 2022"
10/6/2022,"10, 6, 2022"
10/14/2022,"10, 14, 2022"
10/15/2022,"10, 15, 2022"
10/16/2022,"10, 16, 2022"
10/18/2022,"10, 18, 2022"
10/20/2022,"10, 20, 2022"
10/22/2022,"10, 22, 2022"
10/26/2022,"10, 26, 2022"
10/28/2022,"10, 28, 2022"
10/29/2022,"10, 29, 2022"
10/31/2022,"10, 31, 2022"
11/2/2022,"11, 2, 2022"
11/3/2022,"11, 3, 2022"
11/4/2022,"11, 4, 2022"
11/5/2022,"11, 5, 2022"
11/9/2022,"11, 9, 2022"
11/10/2022,"11, 10, 2022"
11/11/2022,"11, 11, 2022"
11/12/2022,"11, 12, 2022"
11/15/2022,"11, 15, 2022"
11/16/2022,"11, 16, 2022"
11/29/2022,"11, 29, 2022"
11/30/2022,"11, 30, 2022"
12/10/2022,"12, 10, 2022"
12/30/2022,"12, 30, 2022"
1/2/2023,"1, 2, 2023"
1/7/2023,"1, 7, 2023"
1/8/2023,"1, 8, 2023"
1/12/2023,"1, 12, 2023"
1/14/2023,"1, 14, 2023"
1/22/2023,"1, 22, 2023"
1/27/2023,"1, 27, 2023"
2/6/2023,"2, 6, 2023"
2/10/2023,"2, 10, 2023"
2/11/2023,"2, 11, 2023"
2/17/2023,"2, 17, 2023"
2/18/2023,"2, 18, 2023"
3/3/2023,"3, 3, 2023"
3/6/2023,"3, 6, 2023"
3/8/2023,"3, 8, 2023"
3/10/2023,"3, 10, 2023"
3/11/2023,"3, 11, 2023"
3/14/2023,"3, 14, 2023"
3/17/2023,"3, 17, 2023"
3/19/2023,"3, 19, 2023"
3/20/2023,"3, 20, 2023"
3/22/2023,"3, 22, 2023"
3/24/2023,"3, 24, 2023"
3/25/2023,"3, 25, 2023"
3/30/2023,"3, 30, 2023"
3/31/2023,"3, 31, 2023"
4/1/2023,"4, 1, 2023"
4/2/2023,"4, 2, 2023"
4/3/2023,"4, 3, 2023"
4/4/2023,"4, 4, 2023"
4/9/2023,"4, 9, 2023"
4/12/2023,"4, 12, 2023"
4/14/2023,"4, 14, 2023"
4/15/2023,"4, 15, 2023"
4/19/2023,"4, 19, 2023"
4/21/2023,"4, 21, 2023"
4/22/2023,"4, 22, 2023"
4/24/2023,"4, 24, 2023"
4/25/2023,"4, 25, 2023"
4/26/2023,"4, 26, 2023"
4/28/2023,"4, 28, 2023"
4/29/2023,"4, 29, 2023"
4/30/2023,"4, 30, 2023"
5/5/2023,"5, 5, 2023"
5/6/2023,"5, 6, 2023"
5/7/2023,"5, 7, 2023"
5/9/2023,"5, 9, 2023"
5/10/2023,"5, 10, 2023"
5/12/2023,"5, 12, 2023"
5/13/2023,"5, 13, 2023"
5/18/2023,"5, 18, 2023"
5/19/2023,"5, 19, 2023"
5/23/2023,"5, 23, 2023"
5/24/2023,"5, 24, 2023"
5/25/2023,"5, 25, 2023"
5/28/2023,"5, 28, 2023"
5/29/2023,"5, 29, 2023"
6/1/2023,"6, 1, 2023"
6/3/2023,"6, 3, 2023"
6/7/2023,"6, 7, 2023"
6/8/2023,"6, 8, 2023"
6/10/2023,"6, 10, 2023"
6/11/2023,"6, 11, 2023"
6/16/2023,"6, 16, 2023"
6/17/2023,"6, 17, 2023"
6/18/2023,"6, 18, 2023"
6/23/2023,"6, 23, 2023"
6/24/2023,"6, 24, 2023"
6/25/2023,"6, 25, 2023"
6/26/2023,"6, 26, 2023"
7/1/2023,"7, 1, 2023"
7/2/2023,"7, 2, 2023"
7/3/2023,"7, 3, 2023"
7/6/2023,"7, 6, 2023"
7/9/2023,"7, 9, 2023"
7/12/2023,"7, 12, 2023"
7/13/2023,"7, 13, 2023"
7/14/2023,"7, 14, 2023"
7/15/2023,"7, 15, 2023"
7/16/2023,"7, 16, 2023"
7/17/2023,"7, 17, 2023"
7/19/2023,"7, 19, 2023"
7/20/2023,"7, 20, 2023"
7/21/2023,"7, 21, 2023"
7/22/2023,"7, 22, 2023"
7/23/2023,"7, 23, 2023"
7/24/2023,"7, 24, 2023"
7/28/2023,"7, 28, 2023"
7/29/2023,"7, 29, 2023"
7/30/2023,"7, 30, 2023"
8/1/2023,"8, 1, 2023"
8/3/2023,"8, 3, 2023"
8/4/2023,"8, 4, 2023"
8/7/2023,"8, 7, 2023"
8/10/2023,"8, 10, 2023"
8/11/2023,"8, 11, 2023"
8/12/2023,"8, 12, 2023"
8/13/2023,"8, 13, 2023"
8/15/2023,"8, 15, 2023"
8/16/2023,"8, 16, 2023"
8/18/2023,"8, 18, 2023"
8/20/2023,"8, 20, 2023"
8/22/2023,"8, 22, 2023"
8/26/2023,"8, 26, 2023"
8/27/2023,"8, 27, 2023"
8/30/2023,"8, 30, 2023"
9/2/2023,"9, 2, 2023"
9/5/2023,"9, 5, 2023"
9/6/2023,"9, 6, 2023"
9/8/2023,"9, 8, 2023"
9/9/2023,"9, 9, 2023"
9/11/2023,"9, 11, 2023"
9/18/2023,"9, 18, 2023"
9/22/2023,"9, 22, 2023"
9/22/2023,"9, 22, 2023"
9/23/2023,"9, 23, 2023"
9/24/2023,"9, 24, 2023"
9/27/2023,"9, 27, 2023"
9/29/2023,"9, 29, 2023"
9/30/2023,"9, 30, 2023"
10/4/2023,"10, 4, 2023"
10/6/2023,"10, 6, 2023"
10/8/2023,"10, 8, 2023"
10/19/2023,"10, 19, 2023"
10/20/2023,"10, 20, 2023"
10/21/2023,"10, 21, 2023"
10/24/2023,"10, 24, 2023"
10/27/2023,"10, 27, 2023"
10/28/2023,"10, 28, 2023"
10/31/2023,"10, 31, 2023"
11/2/2023,"11, 2, 2023"
11/3/2023,"11, 3, 2023"
11/4/2023,"11, 4, 2023"
11/5/2023,"11, 5, 2023"
11/8/2023,"11, 8, 2023"
11/9/2023,"11, 9, 2023"
11/11/2023,"11, 11, 2023"
11/14/2023,"11, 14, 2023"
11/16/2023,"11, 16, 2023"
11/18/2023,"11, 18, 2023"
11/20/2023,"11, 20, 2023"
11/22/2023,"11, 22, 2023"
11/29/2023,"11, 29, 2023"
12/1/2023,"12, 1, 2023"
12/2/2023,"12, 2, 2023"
12/3/2023,"12, 3, 2023"
12/6/2023,"12, 6, 2023"
12/11/2023,"12, 11, 2023"
12/30/2023,"12, 30, 2023"
12/31/2023,"12, 31, 2023"
1/7/2024,"1, 7, 2024"
1/19/2024,"1, 19, 2024"
1/20/2024,"1, 20, 2024"
1/21/2024,"1, 21, 2024"
1/26/2024,"1, 26, 2024"
1/28/2024,"1, 28, 2024"
2/2/2024,"2, 2, 2024"
2/4/2024,"2, 4, 2024"
2/9/2024,"2, 9, 2024"
2/10/2024,"2, 10, 2024"
2/13/2024,"2, 13, 2024"
2/13/2024,"2, 13, 2024"
2/16/2024,"2, 16, 2024"
2/23/2024,"2, 23, 2024"
2/24/2024,"2, 24, 2024"
2/27/2024,"2, 27, 2024"
2/28/2024,"2, 28, 2024"
3/3/2024,"3, 3, 2024"
3/8/2024,"3, 8, 2024"
3/9/2024,"3, 9, 2024"
3/10/2024,"3, 10, 2024"
3/15/2024,"3, 15, 2024"
3/16/2024,"3, 16, 2024"
3/21/2024,"3, 21, 2024"
3/22/2024,"3, 22, 2024"
3/23/2024,"3, 23, 2024"
3/28/2024,"3, 28, 2024"
3/29/2024,"3, 29, 2024"
3/30/2024,"3, 30, 2024"
3/31/2024,"3, 31, 2024"
4/5/2024,"4, 5, 2024"
4/5/2024,"4, 5, 2024"
4/6/2024,"4, 6, 2024"
4/12/2024,"4, 12, 2024"
4/14/2024,"4, 14, 2024"
4/15/2024,"4, 15, 2024"
4/19/2024,"4, 19, 2024"
4/23/2024,"4, 23, 2024"
4/25/2024,"4, 25, 2024"
4/26/2024,"4, 26, 2024"
4/27/2024,"4, 27, 2024"
4/28/2024,"4, 28, 2024"
4/29/2024,"4, 29, 2024"
4/30/2024,"4, 30, 2024"
5/2/2024,"5, 2, 2024"
5/4/2024,"5, 4, 2024"
5/6/2024,"5, 6, 2024"
5/10/2024,"5, 10, 2024"
5/11/2024,"5, 11, 2024"
5/14/2024,"5, 14, 2024"
5/15/2024,"5, 15, 2024"
5/16/2024,"5, 16, 2024"
5/17/2024,"5, 17, 2024"
5/18/2024,"5, 18, 2024"
5/22/2024,"5, 22, 2024"
5/24/2024,"5, 24, 2024"
5/26/2024,"5, 26, 2024"
5/27/2024,"5, 27, 2024"
5/29/2024,"5, 29, 2024"
5/31/2024,"5, 31, 2024"
6/1/2024,"6, 1, 2024"
6/4/2024,"6, 4, 2024"
6/6/2024,"6, 6, 2024"
6/8/2024,"6, 8, 2024"
6/9/2024,"6, 9, 2024"
6/14/2024,"6, 14, 2024"
6/14/2024,"6, 14, 2024"
6/15/2024,"6, 15, 2024"
6/21/2024,"6, 21, 2024"
6/22/2024,"6, 22, 2024"
6/27/2024,"6, 27, 2024"
6/29/2024,"6, 29, 2024"
7/2/2024,"7, 2, 2024"
7/3/2024,"7, 3, 2024"
7/4/2024,"7, 4, 2024"
7/6/2024,"7, 6, 2024"
7/7/2024,"7, 7, 2024"
7/9/2024,"7, 9, 2024"
7/11/2024,"7, 11, 2024"
7/19/2024,"7, 19, 2024"
7/21/2024,"7, 21, 2024"
7/24/2024,"7, 24, 2024"
7/26/2024,"7, 26, 2024"
7/27/2024,"7, 27, 2024"
7/28/2024,"7, 28, 2024"
7/31/2024,"7, 31, 2024"
8/2/2024,"8, 2, 2024"
8/3/2024,"8, 3, 2024"
8/5/2024,"8, 5, 2024"
8/6/2024,"8, 6, 2024"
8/9/2024,"8, 9, 2024"
8/10/2024,"8, 10, 2024"
8/15/2024,"8, 15, 2024"
8/16/2024,"8, 16, 2024"
8/17/2024,"8, 17, 2024"
8/23/2024,"8, 23, 2024"
8/24/2024,"8, 24, 2024"
8/25/2024,"8, 25, 2024"
8/26/2024,"8, 26, 2024"
8/27/2024,"8, 27, 2024"
8/30/2024,"8, 30, 2024"
9/1/2024,"9, 1, 2024"
9/3/2024,"9, 3, 2024"
9/6/2024,"9, 6, 2024"
9/7/2024,"9, 7, 2024"
9/8/2024,"9, 8, 2024"
9/13/2024,"9, 13, 2024"
9/15/2024,"9, 15, 2024"
9/21/2024,"9, 21, 2024"
9/23/2024,"9, 23, 2024"
9/24/2024,"9, 24, 2024"
9/26/2024,"9, 26, 2024"
9/27/2024,"9, 27, 2024"
9/29/2024,"9, 29, 2024"
9/30/2024,"9, 30, 2024"
10/1/2024,"10, 1, 2024"
10/3/2024,"10, 3, 2024"
10/4/2024,"10, 4, 2024"
10/5/2024,"10, 5, 2024"
10/10/2024,"10, 10, 2024"
10/12/2024,"10, 12, 2024"
10/13/2024,"10, 13, 2024"
10/15/2024,"10, 15, 2024"
10/19/2024,"10, 19, 2024"
10/20/2024,"10, 20, 2024"
10/23/2024,"10, 23, 2024"
10/25/2024,"10, 25, 2024"
10/26/2024,"10, 26, 2024"
10/27/2024,"10, 27, 2024"
10/31/2024,"10, 31, 2024"
11/4/2024,"11, 4, 2024"
11/10/2024,"11, 10, 2024"
11/13/2024,"11, 13, 2024"
11/15/2024,"11, 15, 2024"
11/16/2024,"11, 16, 2024"
11/20/2024,"11, 20, 2024"
11/22/2024,"11, 22, 2024"
11/23/2024,"11, 23, 2024"
11/24/2024,"fan club, the nervous, undisassembled, thong, tism"
12/13/2024,craft night
12/20/2024,"Polish, no guard, direct threat"
12/31/2024,"Destiny bond, juice box, the clue, dry ice, knife kink"
1/5/2025,Stitch n bitch craft night
1/10/2025,"Harvested, Cronos Compulsion, Falu Red, Epileptic Avulsions, Vitriolic Withering"
1/11/2025,"Plasma Canvas, Noogy, Team Nonexistent, Fear of Satori, Cop Killer"
1/16/2025,"Vultures, Denver Dissent, RadioFry, 11th Hour"
1/17/2025,"Cologne, Vitrify, Cavernous"
1/24/2025,"Katie Overbey, Butterfly Kisses, Silver Tongue Son, Emma Martin"
1/30/2025,"Breathing Teqchniques, Flowerhead, Skiimo, Team Nonexistent"
2/1/2025,"Mortudaem, Daisy, Pitchfork, Hugo, Marianna Soup"
2/2/2025,stitch n bitch craft night
2/5/2025,"Sister wife sex strike, doomscroll, onion girl, Joy is resistance"
2/7/2025,"SWAG, Crash Poodle, Datura, TISM"
2/9/2025,Palentine’s Kiki & Crafts fund raiser for Palestine
2/14/2025,"[SALT], Pseudocrush, RadioFry, The Disposable Icons"
2/15/2025,"Smear Campaign, Polish, Pig Splitter, RVBOMB, Tism, Yapper"
2/17/2025,"Dose, Wide Man, Flak, Cop Killer"
2/19/2025,"Oolong, finalbossfight, semifiction, strung short"
2/21/2025,"The Carrion Crawlers, 11th Hour, Rat Napkins"
2/24/2025,"TimeXHeist, Firestarter, Undissassembled, Thong"
2/28/2025,"Victim of Fire, AMOD, Onethousandangelsandseven, manhole, datura"
3/1/2025,"Moon Pussy, Chair Bomb, Zenith, Mullholland"
3/3/2025,stitch n bitch craft night
3/7/2025,"surprise soup, scorplings, slug city"
3/8/2025,"Cologne, Mortudaem, Now if Ever, Toe 2 Tow"
3/8/2025,"Incendiary, Ignorant Bliss"
3/9/2025,"Writheinfear, crypts of Golotha, Contorted Self, Accustomed to Suffering"
3/13/2025,"Gaunt, SWAG, Amod, GUNK!, Crash Poodle, Dogmon"
3/14/2025,"Butterfly Kisses, Wife Swap, Silver Tongue Son"
3/15/2025,"Panther Revival, Plasma Canvas, Violent Death, DAMN Selene"
3/20/2025,"Darling Driftwood, Nemona, Elaine, Bad Boy Bug"
3/21/2025,"Give Me Gold, Gone Full Heathen, Ebony Darkness, Miniluv, BiteSize"
3/25/2025,"Shred Flinstone, Gilla Teen, Cormen Bartola"
3/28/2025,"Angel Band, Star99, Sonic Chick, Jacob Akira"
3/29/2025,"Harbor, grave Solace, Dropout, darklurker"
4/1/2025,"Leisure Hour, Flowerhead, A Place for Owls, Postcards"
4/5/2025,"Abandons, only echoes, oyarsa fainting dreams"
4/11/2025,"Tuff Tuff, Soy Celesté, Silver Tongue Son, Soul Trick"
4/13/2025,Stitch n Bitch
4/16/2025,"Age of Apocalypse, Polish, Writheinfear"
4/18/2025,"Everlasting Everything, Mood Swing Misery, Frog team!, ok i love you"
4/19/2025,"Soneffs, On the Zenith, Ash Tree Lane, Injury"
4/20/2025,"The Losers, Smear Campaign, Pig Splitter, Cherry Spit"
4/24/2025,FAGS: Gender Anarchy - April (No bands)
4/26/2025,"Ragetones, Jo Rodriguez, Fiona Liv, Silver Tongue Son"
4/27/2025,"Squint, Flesh Tape, Crossbar, Strainer"
5/4/2025,"Flak, Eyas Luna, Fauvism, Writherinfear, Deadgods"
5/8/2025,"The Moray, Onion Girl, Fables of the Fall, Jo Rodriguez"
5/9/2025,"Team Nonexistent, Boof, SWAG, Discount Vodka, Anystate, Hive Mind"
5/11/2025,Stitch n Bitch
5/11/2025,"Acid Sentence, deathblow, nihil, insipidus"
5/14/2025,"Flickers from the Fan, Orcus, Silencia Cumanente, AMN, Apoxypon"
5/16/2025,"Non-renewed, Nix on the pails, emma marten"
5/17/2025,"Harvested, cronos compulsion, aleister cowboy, Inoculated life"
5/18/2025,"Gila Teen, Surprise Soup, Fauna, Pill Joy"
5/23/2025,"Undissasembled, What Counts, Cologne, Critter, Crossbar"
5/24/2025,"A Lack of Champions, Adrenalin, Still Gunna Bail, Call Me Dragon"
5/25/2025,"Fleabags!, Dead Docket, SolDog"
5/28/2025,"Volatile, pay no mind, good for now, white oak doors"
5/29/2025,FAGS: Gender Anarchy - May (No bands)
5/31/2025,"Strainer, Herr God, Fat Evil Children, Ampule"
6/6/2025,Denver Underground Pride Day 1
6/7/2025,Underground Pride Day 2
6/8/2025,Underground Pride Day 3
6/13/2025,"Harbor, Claymore, Accustomed to Suffering, Spoil the Moment, Bonsai"
6/18/2025,"Sunshowers, Guacamole Light Switch, Radio Fry"
6/20/2025,"Monkey Man, Flush, Skoki, Aratik"
6/22/2025,"Spoil the Moment, Rosemary Nods Upon the Grave, Athousandangels, Amod"
6/23/2025,"Edith, postdrone, spark of life, hostile takeover"
